"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.60077265561466,NA,NA,0.58554004376912,NA,NA,-0.133630620956212,0.227921152919276,0.544704779401922,0.726273039202563,0.940634162003545,0.544704779401922,0.377964473009227,0.801783725737273,0.158776837207489,0
0.12452695941236,0,-0.645497224367903,-1.4638501094228,0.408248290463863,0.912870929175277,-0.133630620956212,-1.36752691751566,0.544704779401922,-0.544704779401922,-1.52853051325576,0.544704779401922,0.377964473009227,-1.0690449676497,-0.952661023244934,-1.22474487139159
0.763346560059835,1.58113883008419,-0.645497224367903,0.58554004376912,0.408248290463863,-0.912870929175277,-1.0690449676497,0.227921152919276,-0.726273039202563,-0.544704779401922,-0.705475621502659,-0.726273039202563,0.377964473009227,-1.0690449676497,-0.952661023244934,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.954040821969461,-1.58113883008419,-0.645497224367903,0.58554004376912,-2.04124145231932,0.912870929175277,-0.133630620956212,-1.36752691751566,0.544704779401922,0.726273039202563,0.940634162003545,0.544704779401922,0.377964473009227,0.801783725737273,1.27021469765991,1.22474487139159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.27953128338831,0,1.29099444873581,-1.4638501094228,0.408248290463863,-0.912870929175277,-1.0690449676497,1.02564518813674,-1.99725085780705,-1.81568259800641,-0.705475621502659,-1.99725085780705,-2.26778683805536,-1.0690449676497,-0.952661023244934,-1.22474487139159
-0.135601777736026,0,-0.645497224367903,0.58554004376912,0.408248290463863,0.912870929175277,1.73719807243076,1.02564518813674,0.544704779401922,0.726273039202563,0.117579270250443,0.544704779401922,0.377964473009227,0.801783725737273,0.158776837207489,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.523010452459645,0,1.29099444873581,0.58554004376912,0.408248290463863,-0.912870929175277,0.801783725737273,0.227921152919276,0.544704779401922,0.726273039202563,0.940634162003545,0.544704779401922,0.377964473009227,0.801783725737273,1.27021469765991,1.22474487139159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
