"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.56980727186636,-0.645497224367903,0.408248290463863,1.10701860692512,-1.10701860692512,NA,0.726273039202563,0.952661023244934,1.15549332977946,0.705475621502659,0.705475621502659,0.705475621502659,-0.377964473009227,0.750939261482638,-0.377964473009227,-0.377964473009227,0.944911182523068,NA,-0.801783725737273,-0.726273039202563,0.801783725737273
-0.739090374188731,NA,NA,NA,NA,NA,-1.81568259800641,-1.27021469765991,-1.54065777303929,-1.76368905375665,-0.940634162003545,-1.76368905375665,-1.70084012854152,-1.35169067066875,-0.377964473009227,-0.377964473009227,-1.70084012854152,-1.11803398874989,1.0690449676497,0.544704779401922,-1.0690449676497
0.823010052047871,1.29099444873581,0.408248290463863,-0.221403721385024,1.54982604969517,1.78885438199983,0.726273039202563,0.952661023244934,1.15549332977946,0.705475621502659,0.705475621502659,0.705475621502659,0.944911182523068,0.750939261482638,2.26778683805536,-0.377964473009227,0.944911182523068,1.11803398874989,-0.801783725737273,0.544704779401922,0.801783725737273
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.793784716857818,-0.645497224367903,0.408248290463863,-0.221403721385024,0.221403721385024,-0.447213595499958,-0.544704779401922,-0.158776837207489,-0.641940738766369,-0.117579270250443,-0.117579270250443,-0.117579270250443,-0.377964473009227,-0.300375704593055,-0.377964473009227,-0.377964473009227,-0.377964473009227,0,-0.801783725737273,0.544704779401922,0.801783725737273
1.63377916861941,-0.645497224367903,0.408248290463863,-1.54982604969517,0.221403721385024,-0.447213595499958,0.726273039202563,-0.158776837207489,0.256776295506548,0.705475621502659,0.705475621502659,0.705475621502659,0.944911182523068,0.750939261482638,-0.377964473009227,-0.377964473009227,-0.377964473009227,0,1.0690449676497,0.544704779401922,-1.0690449676497
-0.915191344192412,-0.645497224367903,-2.04124145231932,1.10701860692512,-1.10701860692512,-0.447213595499958,-0.544704779401922,-1.27021469765991,-0.641940738766369,-0.940634162003545,-1.76368905375665,-0.940634162003545,0.944911182523068,-1.35169067066875,-0.377964473009227,2.26778683805536,-0.377964473009227,-1.11803398874989,-0.801783725737273,-1.99725085780705,0.801783725737273
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.561084486438037,1.29099444873581,0.408248290463863,-0.221403721385024,0.221403721385024,-0.447213595499958,0.726273039202563,0.952661023244934,0.256776295506548,0.705475621502659,0.705475621502659,0.705475621502659,-0.377964473009227,0.750939261482638,-0.377964473009227,-0.377964473009227,0.944911182523068,1.11803398874989,1.0690449676497,0.544704779401922,-1.0690449676497
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
