"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21b_num",254,89,35.04
"TX_RESP_Q19_num",254,89,35.04
"TX_RESP_Q21a_num",254,88,34.65
"TX_RESP_Q21d_num",254,88,34.65
"TX_RESP_Q21e_num",254,88,34.65
"TX_RESP_Q20_num",254,88,34.65
"TX_RESP_Q21c_num",254,86,33.86
"TX_RESP_Q23g_num",254,86,33.86
"TX_RESP_Q23e_num",254,85,33.46
"TX_RESP_Q23h_num",254,85,33.46
"TX_RESP_Q23c_num",254,84,33.07
"TX_RESP_Q23i_num",254,84,33.07
"TX_RESP_Q22h_num",254,83,32.68
"TX_RESP_Q23b_num",254,83,32.68
"TX_RESP_Q23d_num",254,83,32.68
"TX_RESP_Q23f_num",254,83,32.68
"TX_RESP_Q10e_num",254,82,32.28
"TX_RESP_Q22d_num",254,82,32.28
"TX_RESP_Q22e_num",254,82,32.28
"TX_RESP_Q22f_num",254,82,32.28
"TX_RESP_Q22b_num",254,81,31.89
"TX_RESP_Q22c_num",254,81,31.89
"TX_RESP_Q22g_num",254,81,31.89
"TX_RESP_Q22a_num",254,80,31.5
"TX_RESP_Q23a_num",254,80,31.5
"TX_RESP_Q10b_num",254,79,31.1
"TX_RESP_Q10c_num",254,78,30.71
"TX_RESP_Q10d_num",254,78,30.71
"TX_RESP_Q10f_num",254,77,30.31
"TX_RESP_Q10a_num",254,76,29.92
"TX_RESP_Q01",254,0,0
"TX_RESP_Q02",254,0,0
"TX_RESP_Q03",254,0,0
"TX_RESP_Q04",254,0,0
"TX_RESP_Q05a",254,0,0
"TX_RESP_Q05b",254,0,0
"TX_RESP_Q05c",254,0,0
"TX_RESP_Q06",254,0,0
"TX_RESP_Q07a",254,0,0
"TX_RESP_Q07b",254,0,0
"TX_RESP_Q07c",254,0,0
"TX_RESP_Q07d",254,0,0
"TX_RESP_Q07e",254,0,0
"TX_RESP_Q08",254,0,0
"TX_RESP_Q09",254,0,0
"TX_RESP_Q10a",254,0,0
"TX_RESP_Q10b",254,0,0
"TX_RESP_Q10c",254,0,0
"TX_RESP_Q10d",254,0,0
"TX_RESP_Q10e",254,0,0
"TX_RESP_Q10f",254,0,0
"TX_RESP_Q11a",254,0,0
"TX_RESP_Q11b",254,0,0
"TX_RESP_Q11c",254,0,0
"TX_RESP_Q12a",254,0,0
"TX_RESP_Q12b",254,0,0
"TX_RESP_Q12c",254,0,0
"TX_RESP_Q12d",254,0,0
"TX_RESP_Q12e",254,0,0
"TX_RESP_Q12f",254,0,0
"TX_RESP_Q12g",254,0,0
"TX_RESP_Q13a",254,0,0
"TX_RESP_Q13b",254,0,0
"TX_RESP_Q13c",254,0,0
"TX_RESP_Q13d",254,0,0
"TX_RESP_Q13e",254,0,0
"TX_RESP_Q13f",254,0,0
"TX_RESP_Q13g",254,0,0
"TX_RESP_Q13h",254,0,0
"TX_RESP_Q13i",254,0,0
"TX_RESP_Q14",254,0,0
"TX_RESP_Q15a",254,0,0
"TX_RESP_Q15b",254,0,0
"TX_RESP_Q16",254,0,0
"TX_RESP_Q17",254,0,0
"TX_RESP_Q18",254,0,0
"TX_RESP_Q19",254,0,0
"TX_RESP_Q20",254,0,0
"TX_RESP_Q21a",254,0,0
"TX_RESP_Q21b",254,0,0
"TX_RESP_Q21c",254,0,0
"TX_RESP_Q21d",254,0,0
"TX_RESP_Q21e",254,0,0
"TX_RESP_Q22a",254,0,0
"TX_RESP_Q22b",254,0,0
"TX_RESP_Q22c",254,0,0
"TX_RESP_Q22d",254,0,0
"TX_RESP_Q22e",254,0,0
"TX_RESP_Q22f",254,0,0
"TX_RESP_Q22g",254,0,0
"TX_RESP_Q22h",254,0,0
"TX_RESP_Q23a",254,0,0
"TX_RESP_Q23b",254,0,0
"TX_RESP_Q23c",254,0,0
"TX_RESP_Q23d",254,0,0
"TX_RESP_Q23e",254,0,0
"TX_RESP_Q23f",254,0,0
"TX_RESP_Q23g",254,0,0
"TX_RESP_Q23h",254,0,0
"TX_RESP_Q23i",254,0,0
"TX_RESP_Q24",254,0,0
"TX_RESP_Q25",254,0,0
