"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.0229216886975381,0.821206183594781,0.437497407081241,-0.52160755101936,-0.632532217581414,-0.52160755101936,0.383577337403515,-0.0471870293198338,0.267384754778255,0.179992067334769,0.351579064987769,0.191903174500454,0.316395805071698,-0.334356511639124,-1.52065896834133
-0.80973493513558,0.821206183594781,-0.594996473630487,-0.52160755101936,-0.632532217581414,-0.52160755101936,-1.99863981068147,-1.43920439425493,-1.70457781171137,-1.14744942925915,-0.781286811083931,-1.42556643914623,-0.781683753706547,-1.76731299009251,-1.52065896834133
0.340670987746797,0.821206183594781,-0.594996473630487,-0.52160755101936,-0.632532217581414,-0.52160755101936,-0.80753123663898,-0.0471870293198338,-1.70457781171137,0.179992067334769,0.351579064987769,0.191903174500454,-0.781683753706547,-0.334356511639124,-0.220385357730628
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.73649347413372,-1.37709960018202,-1.62749035434222,-0.52160755101936,0.533699058584319,-0.52160755101936,0.383577337403515,1.34483033561527,-0.718596528466559,-1.14744942925915,-0.781286811083931,0.191903174500454,0.316395805071698,1.09859996681426,1.07988825288007
-0.0993382377840184,-1.37709960018202,0.437497407081241,0.618201541948871,0.533699058584319,0.618201541948871,0.383577337403515,1.34483033561527,0.267384754778255,0.179992067334769,0.351579064987769,0.191903174500454,-0.781683753706547,-0.334356511639124,-0.220385357730628
0.0793140145783243,-1.37709960018202,0.437497407081241,1.7580106349171,-0.632532217581414,-0.52160755101936,-0.80753123663898,-0.0471870293198338,0.267384754778255,-1.14744942925915,-0.781286811083931,0.191903174500454,0.316395805071698,-0.334356511639124,-1.52065896834133
0.346827066683875,0.821206183594781,0.437497407081241,-0.52160755101936,0.533699058584319,-0.52160755101936,-0.80753123663898,-1.43920439425493,-0.718596528466559,0.179992067334769,-0.781286811083931,0.191903174500454,0.316395805071698,-0.334356511639124,-0.220385357730628
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.50593036934281,0.821206183594781,1.46999128779297,1.7580106349171,1.69993033475005,1.7580106349171,1.57468591144601,1.34483033561527,1.25336603802307,1.50743356392869,1.48444494105947,1.80937278814713,1.41447536384994,1.09859996681426,1.07988825288007
